rss,vms,shared,text,lib,data,dirty,uss,pss,swap,read_count,write_count,read_bytes,write_bytes,read_chars,write_chars
1941504,6037504,1765376,4096,0,405504,0,249856,532480,0,12,1,0,4096,6476,4
1941504,6037504,1765376,4096,0,405504,0,249856,521216,0,12,1,0,4096,6476,4
1941504,6037504,1765376,4096,0,405504,0,249856,532480,0,12,1,0,4096,6476,4
1941504,6037504,1765376,4096,0,405504,0,249856,522240,0,12,1,0,4096,6476,4
1941504,6037504,1765376,4096,0,405504,0,249856,532480,0,12,1,0,4096,6476,4
